article_id,paragraph_id,text,group,publication_date,file_path,original_text,text before lemmatization,pos_tags
10,1,gemiddeld overwaarde koopwoning nemen flink [NEWLINE] prijs verkopen koopwoning Nederland decennium flink [NEWLINE] toenemen gevolg daarvan neemt gemiddeld woningwaard [NEWLINE] overwaaren nietverkocht woning zitten [NEWLINE] berekeningen woningtaxatiebedrijf calcasa blijken totaal overwaran minstens [NEWLINE] € 660 mrd bedragen ofwel gemiddeld € 220000 per woning kwart twee jaar [NEWLINE] [NEWLINE] groei cumulatief overwaran desalniettemin afremen komen doordat [NEWLINE] huis verkopen,Bouw & Vastgoed,2024-11-25,"data\Bouw & Vastgoed\19, 25-11-2024.pdf","Gemiddelde overwaarde op koopwoning neemt flink toe. 
De prijzen van verkochte koopwoningen in Nederland zijn de afgelopen decennia flink 
toegenomen. Als gevolg daarvan neemt niet alleen de gemiddelde woningwaarde toe, maar 
ook de overwaarde die in de niet-verkochte woningen zit. 
Uit berekeningen van woningtaxatiebedrijf Calcasa blijkt dat de totale overwaarde minstens 
€660 mrd bedraagt, ofwel gemiddeld €220.000 per woning. Een kwart meer dan twee jaar 
geleden. 
Dat de groei van de cumulatieve overwaarde desalniettemin afremt, komt doordat er minder 
huizen worden verkocht.",gemiddelde overwaarde koopwoning neemt flink [NEWLINE] prijzen verkochte koopwoningen nederland decennia flink [NEWLINE] toegenomen gevolg daarvan neemt gemiddelde woningwaarde [NEWLINE] overwaarde nietverkochte woningen zit [NEWLINE] berekeningen woningtaxatiebedrijf calcasa blijkt totale overwaarde minstens [NEWLINE] € 660 mrd bedraagt ofwel gemiddeld € 220000 per woning kwart twee jaar [NEWLINE] [NEWLINE] groei cumulatieve overwaarde desalniettemin afremt komt doordat [NEWLINE] huizen verkocht,"[('gemiddeld', 'ADJ'), ('overwaarde', 'VERB'), ('koopwoning', 'NOUN'), ('nemen', 'VERB'), ('flink', 'ADJ'), ('[NEWLINE]', 'SYM'), ('prijs', 'NOUN'), ('verkopen', 'VERB'), ('koopwoning', 'NOUN'), ('Nederland', 'PROPN'), ('decennium', 'NOUN'), ('flink', 'ADJ'), ('[NEWLINE]', 'SYM'), ('toenemen', 'VERB'), ('gevolg', 'NOUN'), ('daarvan', 'ADV'), ('neemt', 'VERB'), ('gemiddeld', 'ADJ'), ('woningwaard', 'NOUN'), ('[NEWLINE]', 'SYM'), ('overwaaren', 'VERB'), ('nietverkocht', 'VERB'), ('woning', 'NOUN'), ('zitten', 'VERB'), ('[NEWLINE]', 'SYM'), ('berekeningen', 'VERB'), ('woningtaxatiebedrijf', 'NUM'), ('calcasa', 'ADJ'), ('blijken', 'VERB'), ('totaal', 'ADJ'), ('overwaran', 'NOUN'), ('minstens', 'ADV'), ('[NEWLINE]', 'SYM'), ('€', 'ADJ'), ('660', 'NUM'), ('mrd', 'NOUN'), ('bedragen', 'NOUN'), ('ofwel', 'CCONJ'), ('gemiddeld', 'ADJ'), ('€', 'ADJ'), ('220000', 'NUM'), ('per', 'ADP'), ('woning', 'NOUN'), ('kwart', 'NOUN'), ('twee', 'NUM'), ('jaar', 'NOUN'), ('[NEWLINE]', 'SYM'), ('[NEWLINE]', 'SYM'), ('groei', 'NOUN'), ('cumulatief', 'ADJ'), ('overwaran', 'NOUN'), ('desalniettemin', 'ADV'), ('afremen', 'VERB'), ('komen', 'VERB'), ('doordat', 'SCONJ'), ('[NEWLINE]', 'NOUN'), ('huis', 'NOUN'), ('verkopen', 'VERB')]"
10,2,ruim € 660 mrd overwaarde [NEWLINE] calcasa keek ontwikkeling overwaaren koopwoning per verkoopjaar [NEWLINE] 1993 daarbij uitgaan historisch aankoopprijs volledig [NEWLINE] hypotheekfinanciering inclusief aflossing woning verkopen 1993 komen [NEWLINE] totaal overwaarde waarschijnlijk hoog € 660 mrd,Bouw & Vastgoed,2024-11-25,"data\Bouw & Vastgoed\19, 25-11-2024.pdf","Ruim €660 mrd aan overwaarde. 
Calcasa keek naar de ontwikkeling van de overwaarde van koopwoningen per verkoopjaar 
sinds 1993. Daarbij is uitgegaan van de historische aankoopprijs en volledige 
hypotheekfinanciering. Inclusief aflossingen en de woningen verkocht voor 1993, komt de 
totale overwaarde waarschijnlijk veel hoger uit dan €660 mrd.",ruim € 660 mrd overwaarde [NEWLINE] calcasa keek ontwikkeling overwaarde koopwoningen per verkoopjaar [NEWLINE] 1993 daarbij uitgegaan historische aankoopprijs volledige [NEWLINE] hypotheekfinanciering inclusief aflossingen woningen verkocht 1993 komt [NEWLINE] totale overwaarde waarschijnlijk hoger € 660 mrd,"[('ruim', 'ADJ'), ('€', 'ADJ'), ('660', 'NUM'), ('mrd', 'SYM'), ('overwaarde', 'VERB'), ('[NEWLINE]', 'SYM'), ('calcasa', 'VERB'), ('keek', 'VERB'), ('ontwikkeling', 'NOUN'), ('overwaaren', 'VERB'), ('koopwoning', 'NOUN'), ('per', 'ADP'), ('verkoopjaar', 'NOUN'), ('[NEWLINE]', 'SYM'), ('1993', 'NUM'), ('daarbij', 'ADV'), ('uitgaan', 'VERB'), ('historisch', 'ADJ'), ('aankoopprijs', 'NOUN'), ('volledig', 'ADJ'), ('[NEWLINE]', 'NOUN'), ('hypotheekfinanciering', 'NOUN'), ('inclusief', 'ADJ'), ('aflossing', 'NOUN'), ('woning', 'NOUN'), ('verkopen', 'VERB'), ('1993', 'NUM'), ('komen', 'VERB'), ('[NEWLINE]', 'PROPN'), ('totaal', 'ADJ'), ('overwaarde', 'VERB'), ('waarschijnlijk', 'ADJ'), ('hoog', 'ADJ'), ('€', 'ADJ'), ('660', 'NUM'), ('mrd', 'NOUN')]"
10,3,relatief overwaaren noorden [NEWLINE] basis historisch verkoopprijs gemiddeld koopwoning Nederland [NEWLINE] overwaaren 75 hoog percentage vinden noorden [NEWLINE] land komen doordat woning lang laatst verkopen [NEWLINE] delen land relatief groot prijsstijging,Bouw & Vastgoed,2024-11-25,"data\Bouw & Vastgoed\19, 25-11-2024.pdf","Relatief veel overwaarde in het noorden. 
Op basis van de historische verkoopprijs, heeft een gemiddelde koopwoning in Nederland 
een overwaarde van 75%. De hoogste percentages zijn vooral te vinden in het noorden van 
het land. Dat komt doordat die woningen langer geleden voor het laatst zijn verkocht dan in 
andere delen van het land, en door relatief grotere prijsstijgingen.",relatief overwaarde noorden [NEWLINE] basis historische verkoopprijs gemiddelde koopwoning nederland [NEWLINE] overwaarde 75 hoogste percentages vinden noorden [NEWLINE] land komt doordat woningen langer laatst verkocht [NEWLINE] delen land relatief grotere prijsstijgingen,"[('relatief', 'ADJ'), ('overwaaren', 'ADJ'), ('noorden', 'NOUN'), ('[NEWLINE]', 'SYM'), ('basis', 'NOUN'), ('historisch', 'ADJ'), ('verkoopprijs', 'NOUN'), ('gemiddeld', 'ADJ'), ('koopwoning', 'NOUN'), ('Nederland', 'PROPN'), ('[NEWLINE]', 'PROPN'), ('overwaaren', 'VERB'), ('75', 'NUM'), ('hoog', 'ADJ'), ('percentage', 'NOUN'), ('vinden', 'VERB'), ('noorden', 'NOUN'), ('[NEWLINE]', 'SYM'), ('land', 'NOUN'), ('komen', 'VERB'), ('doordat', 'SCONJ'), ('woning', 'NOUN'), ('lang', 'ADJ'), ('laatst', 'ADJ'), ('verkopen', 'VERB'), ('[NEWLINE]', 'VERB'), ('delen', 'VERB'), ('land', 'NOUN'), ('relatief', 'ADJ'), ('groot', 'ADJ'), ('prijsstijging', 'NOUN')]"
10,4,hoog absoluut overwaarde randstad [NEWLINE] absoluut zin hoog overwaarden voornamelijk vinden gemeente [NEWLINE] noordelijk randstad bloemendaal gemiddeld € 495000 hoog overwaaren [NEWLINE] per woning veel winst zitten € 33 mrd Amsterdam gemiddeld [NEWLINE] overwaran € 281000 per woning ofwel 66 historisch koopprijs bedragen,Bouw & Vastgoed,2024-11-25,"data\Bouw & Vastgoed\19, 25-11-2024.pdf","Hoogste absolute overwaardes in Randstad. 
In absolute zin zijn de hoogste overwaarden voornamelijk te vinden in gemeenten in de 
noordelijke Randstad. Bloemendaal heeft met gemiddeld €495.000 de hoogste overwaarde 
per woning. De meeste winst zit met €33 mrd in Amsterdam, waar de gemiddelde 
overwaarde €281.000 per woning ofwel 66% van de historische koopprijs bedraagt.",hoogste absolute overwaardes randstad [NEWLINE] absolute zin hoogste overwaarden voornamelijk vinden gemeenten [NEWLINE] noordelijke randstad bloemendaal gemiddeld € 495000 hoogste overwaarde [NEWLINE] per woning meeste winst zit € 33 mrd amsterdam gemiddelde [NEWLINE] overwaarde € 281000 per woning ofwel 66 historische koopprijs bedraagt,"[('hoog', 'ADJ'), ('absoluut', 'ADJ'), ('overwaarde', 'VERB'), ('randstad', 'NOUN'), ('[NEWLINE]', 'SYM'), ('absoluut', 'ADJ'), ('zin', 'NOUN'), ('hoog', 'ADJ'), ('overwaarden', 'VERB'), ('voornamelijk', 'ADJ'), ('vinden', 'VERB'), ('gemeente', 'NOUN'), ('[NEWLINE]', 'SYM'), ('noordelijk', 'ADJ'), ('randstad', 'NOUN'), ('bloemendaal', 'VERB'), ('gemiddeld', 'ADJ'), ('€', 'ADJ'), ('495000', 'NUM'), ('hoog', 'ADJ'), ('overwaaren', 'ADJ'), ('[NEWLINE]', 'NOUN'), ('per', 'ADP'), ('woning', 'NOUN'), ('veel', 'DET'), ('winst', 'NOUN'), ('zitten', 'VERB'), ('€', 'VERB'), ('33', 'NUM'), ('mrd', 'NOUN'), ('Amsterdam', 'PROPN'), ('gemiddeld', 'ADJ'), ('[NEWLINE]', 'DET'), ('overwaran', 'NOUN'), ('€', 'ADJ'), ('281000', 'NUM'), ('per', 'ADP'), ('woning', 'NOUN'), ('ofwel', 'CCONJ'), ('66', 'NUM'), ('historisch', 'ADJ'), ('koopprijs', 'NOUN'), ('bedragen', 'VERB')]"
11,1,voorkom strijd vve ’s [NEWLINE] eigenaren appartement raken vaak elkaar conflict onderzoek [NEWLINE] vereniging huis veh blijken zomer 40 vereniging eigenaren [NEWLINE] vve ’s gebukt gaan ruzie conflicten draaien groot beslissing plaatsing [NEWLINE] zonnepanelen aansluiting warmtenet klein ergerniss [NEWLINE] fietsen Lift Bouw volière verhoudingen bewoner [NEWLINE] scherp zetten,Bouw & Vastgoed,2024-08-24,"data\Bouw & Vastgoed\2, 24-08-2024.pdf","Voorkom strijd binnen vve’s 
Eigenaren van appartementen raken steeds vaker met elkaar in conflict. Uit onderzoek van 
Vereniging Eigen Huis (VEH) bleek deze zomer dat 40% van de verenigingen van eigenaren 
(vve’s) gebukt gaat onder ruzie. Conflicten die draaien om grote beslissingen als de plaatsing 
van zonnepanelen of de aansluiting op een warmtenet, maar ook kleine ergernissen over 
fietsen in de lift of de bouw van een volière kunnen de verhoudingen tussen bewoners op 
scherp zetten.",voorkom strijd vve ’s [NEWLINE] eigenaren appartementen raken vaker elkaar conflict onderzoek [NEWLINE] vereniging huis veh bleek zomer 40 verenigingen eigenaren [NEWLINE] vve ’s gebukt gaat ruzie conflicten draaien grote beslissingen plaatsing [NEWLINE] zonnepanelen aansluiting warmtenet kleine ergernissen [NEWLINE] fietsen lift bouw volière verhoudingen bewoners [NEWLINE] scherp zetten,"[('voorkom', 'NOUN'), ('strijd', 'NOUN'), ('vve', 'PROPN'), ('’s', 'PROPN'), ('[NEWLINE]', 'NOUN'), ('eigenaren', 'VERB'), ('appartement', 'VERB'), ('raken', 'VERB'), ('vaak', 'ADJ'), ('elkaar', 'PRON'), ('conflict', 'NOUN'), ('onderzoek', 'NOUN'), ('[NEWLINE]', 'SYM'), ('vereniging', 'NOUN'), ('huis', 'NOUN'), ('veh', 'PROPN'), ('blijken', 'VERB'), ('zomer', 'NOUN'), ('40', 'NUM'), ('vereniging', 'NOUN'), ('eigenaren', 'NOUN'), ('[NEWLINE]', 'SYM'), ('vve', 'PROPN'), ('’s', 'PROPN'), ('gebukt', 'VERB'), ('gaan', 'VERB'), ('ruzie', 'NOUN'), ('conflicten', 'NOUN'), ('draaien', 'VERB'), ('groot', 'ADJ'), ('beslissing', 'NOUN'), ('plaatsing', 'NOUN'), ('[NEWLINE]', 'SYM'), ('zonnepanelen', 'VERB'), ('aansluiting', 'NOUN'), ('warmtenet', 'NOUN'), ('klein', 'ADJ'), ('ergerniss', 'NOUN'), ('[NEWLINE]', 'SYM'), ('fietsen', 'VERB'), ('Lift', 'PROPN'), ('Bouw', 'PROPN'), ('volière', 'NOUN'), ('verhoudingen', 'NOUN'), ('bewoner', 'NOUN'), ('[NEWLINE]', 'SYM'), ('scherp', 'ADJ'), ('zetten', 'VERB')]"
11,2,zelden mond conflict slepen rechtsza vorig jaar gebeuren 125 [NEWLINE] keer becijfren veh juridisch escalatie funest onderling sfeer [NEWLINE] complex zorgen vertraging verduurzaming gebouw [NEWLINE] vve ’s liggen groot opgave Nederland tellen 2022 ’n 135000 vve ’s samen ruim [NEWLINE] 14 miljoen woning beheren gaan verduurzaming aanzienlijk deel [NEWLINE] Nederlands woningvoorraad,Bouw & Vastgoed,2024-08-24,"data\Bouw & Vastgoed\2, 24-08-2024.pdf","Niet zelden monden deze conflicten uit in slepende rechtszaken. Vorig jaar gebeurde dat 125 
keer, becijferde VEH. Juridische escalatie is niet alleen funest voor de onderlinge sfeer in een 
complex, maar zorgt ook voor vertraging bij de verduurzaming van gebouwen. Juist voor 
vve’s ligt hier een grote opgave. Nederland telde in 2022 zo’n 135.000 vve’s, die samen ruim 
1,4 miljoen woningen beheren. Het gaat dus om de verduurzaming van een aanzienlijk deel 
van de Nederlandse woningvoorraad.",zelden monden conflicten slepende rechtszaken vorig jaar gebeurde 125 [NEWLINE] keer becijferde veh juridische escalatie funest onderlinge sfeer [NEWLINE] complex zorgt vertraging verduurzaming gebouwen [NEWLINE] vve ’s ligt grote opgave nederland telde 2022 ’n 135000 vve ’s samen ruim [NEWLINE] 14 miljoen woningen beheren gaat verduurzaming aanzienlijk deel [NEWLINE] nederlandse woningvoorraad,"[('zelden', 'ADV'), ('mond', 'NOUN'), ('conflict', 'NOUN'), ('slepen', 'VERB'), ('rechtsza', 'NOUN'), ('vorig', 'ADJ'), ('jaar', 'NOUN'), ('gebeuren', 'VERB'), ('125', 'NUM'), ('[NEWLINE]', 'SYM'), ('keer', 'NOUN'), ('becijfren', 'VERB'), ('veh', 'VERB'), ('juridisch', 'ADJ'), ('escalatie', 'NOUN'), ('funest', 'VERB'), ('onderling', 'ADJ'), ('sfeer', 'NOUN'), ('[NEWLINE]', 'SYM'), ('complex', 'ADJ'), ('zorgen', 'VERB'), ('vertraging', 'NOUN'), ('verduurzaming', 'NOUN'), ('gebouw', 'NOUN'), ('[NEWLINE]', 'SYM'), ('vve', 'NOUN'), ('’s', 'PROPN'), ('liggen', 'VERB'), ('groot', 'ADJ'), ('opgave', 'NOUN'), ('Nederland', 'PROPN'), ('tellen', 'VERB'), ('2022', 'NUM'), ('’n', 'ADV'), ('135000', 'NUM'), ('vve', 'VERB'), ('’s', 'PROPN'), ('samen', 'ADV'), ('ruim', 'ADJ'), ('[NEWLINE]', 'SYM'), ('14', 'NUM'), ('miljoen', 'NOUN'), ('woning', 'NOUN'), ('beheren', 'VERB'), ('gaan', 'VERB'), ('verduurzaming', 'NOUN'), ('aanzienlijk', 'ADJ'), ('deel', 'NOUN'), ('[NEWLINE]', 'SYM'), ('Nederlands', 'ADJ'), ('woningvoorraad', 'NOUN')]"
11,3,jaar verschillend initiatief lanceren voorkomen [NEWLINE] conflict vve ’s ontaarden juridisch strijd mediationtrajecten [NEWLINE] nieuw project recht rechtspraak website bewoner [NEWLINE] feitelijk informatie opvragen tal onderwerp spelen vve [NEWLINE] financieel beheer geluidsoverlasten conflict vergelijken [NEWLINE] rechtszaken voeren gesprek zaakbegeleid,Bouw & Vastgoed,2024-08-24,"data\Bouw & Vastgoed\2, 24-08-2024.pdf","De afgelopen jaren zijn er verschillende initiatieven gelanceerd die moeten voorkomen dat 
conflicten binnen vve’s ontaarden in juridische strijd, bijvoorbeeld in mediationtrajecten. 
Nieuw is het project voor Recht van de Rechtspraak. Op een website kunnen bewoners 
feitelijke informatie opvragen over tal van onderwerpen die spelen binnen een vve — van 
financieel beheer tot geluidsoverlast — en kunnen ze hun conflict vergelijken met 
rechtszaken die eerder zijn gevoerd. Ook kunnen ze in gesprek met een zaakbegeleider.",jaren verschillende initiatieven gelanceerd voorkomen [NEWLINE] conflicten vve ’s ontaarden juridische strijd mediationtrajecten [NEWLINE] nieuw project recht rechtspraak website bewoners [NEWLINE] feitelijke informatie opvragen tal onderwerpen spelen vve — [NEWLINE] financieel beheer geluidsoverlast — conflict vergelijken [NEWLINE] rechtszaken gevoerd gesprek zaakbegeleider,"[('jaar', 'NOUN'), ('verschillend', 'ADJ'), ('initiatief', 'NOUN'), ('lanceren', 'VERB'), ('voorkomen', 'VERB'), ('[NEWLINE]', 'SYM'), ('conflict', 'NOUN'), ('vve', 'NOUN'), ('’s', 'PROPN'), ('ontaarden', 'VERB'), ('juridisch', 'ADJ'), ('strijd', 'NOUN'), ('mediationtrajecten', 'VERB'), ('[NEWLINE]', 'SYM'), ('nieuw', 'ADJ'), ('project', 'NOUN'), ('recht', 'ADJ'), ('rechtspraak', 'ADJ'), ('website', 'NOUN'), ('bewoner', 'NOUN'), ('[NEWLINE]', 'SYM'), ('feitelijk', 'ADJ'), ('informatie', 'NOUN'), ('opvragen', 'VERB'), ('tal', 'NOUN'), ('onderwerp', 'NOUN'), ('spelen', 'VERB'), ('vve', 'NOUN'), ('[NEWLINE]', 'SYM'), ('financieel', 'ADJ'), ('beheer', 'NOUN'), ('geluidsoverlasten', 'ADJ'), ('conflict', 'NOUN'), ('vergelijken', 'VERB'), ('[NEWLINE]', 'SYM'), ('rechtszaken', 'VERB'), ('voeren', 'VERB'), ('gesprek', 'NOUN'), ('zaakbegeleid', 'NOUN')]"
11,4,belangrijk afwenden juridisch escalatie vve [NEWLINE] voorkomen überhaupt conflict ontstaan daarvoor belangrijk [NEWLINE] huiseigenaar informeren vve werken blijken [NEWLINE] onwetendheid functioneren vve belangrijk onderliggend oorzaak [NEWLINE] geschillen bewoner kennen recht plichten waardoor onterecht [NEWLINE] beschuldiging medebewoner overtreden regel snel loer [NEWLINE] liggen,Bouw & Vastgoed,2024-08-24,"data\Bouw & Vastgoed\2, 24-08-2024.pdf","Maar nog belangrijker dan het afwenden van juridische escalatie binnen een vve, is 
voorkomen dat er überhaupt een conflict ontstaat. Daarvoor is het belangrijk dat 
huiseigenaren beter geinformeerd zijn over hoe een vve precies werkt. Vaak blijkt 
onwetendheid over het functioneren van een vve een belangrijke onderliggende oorzaak van 
veel geschillen. Bewoners kennen hun rechten en plichten niet, waardoor onterechte 
beschuldigingen van medebewoners of het zelf overtreden van de regels al snel op de loer 
liggen.",belangrijker afwenden juridische escalatie vve [NEWLINE] voorkomen überhaupt conflict ontstaat daarvoor belangrijk [NEWLINE] huiseigenaren geinformeerd vve werkt blijkt [NEWLINE] onwetendheid functioneren vve belangrijke onderliggende oorzaak [NEWLINE] geschillen bewoners kennen rechten plichten waardoor onterechte [NEWLINE] beschuldigingen medebewoners overtreden regels snel loer [NEWLINE] liggen,"[('belangrijk', 'ADJ'), ('afwenden', 'VERB'), ('juridisch', 'ADJ'), ('escalatie', 'NOUN'), ('vve', 'VERB'), ('[NEWLINE]', 'NOUN'), ('voorkomen', 'VERB'), ('überhaupt', 'NOUN'), ('conflict', 'NOUN'), ('ontstaan', 'VERB'), ('daarvoor', 'ADV'), ('belangrijk', 'ADJ'), ('[NEWLINE]', 'SYM'), ('huiseigenaar', 'NOUN'), ('informeren', 'VERB'), ('vve', 'NOUN'), ('werken', 'VERB'), ('blijken', 'VERB'), ('[NEWLINE]', 'DET'), ('onwetendheid', 'NOUN'), ('functioneren', 'VERB'), ('vve', 'PROPN'), ('belangrijk', 'ADJ'), ('onderliggend', 'VERB'), ('oorzaak', 'NOUN'), ('[NEWLINE]', 'NOUN'), ('geschillen', 'NOUN'), ('bewoner', 'NOUN'), ('kennen', 'VERB'), ('recht', 'NOUN'), ('plichten', 'NOUN'), ('waardoor', 'ADV'), ('onterecht', 'NOUN'), ('[NEWLINE]', 'PROPN'), ('beschuldiging', 'NOUN'), ('medebewoner', 'PROPN'), ('overtreden', 'VERB'), ('regel', 'NOUN'), ('snel', 'ADJ'), ('loer', 'NOUN'), ('[NEWLINE]', 'PROPN'), ('liggen', 'VERB')]"
11,5,allereerst verantwoordelijkheid huizenkoper voor [NEWLINE] aankoop appartement verdiepen regelgeving vve ’s naast blijdschap [NEWLINE] aankoop woning eigenaar appartement beseffen [NEWLINE] daarmee óók verbinden informatie huizenbezitter terecht [NEWLINE] verschillend onlinekennisbanken vereniging huis,Bouw & Vastgoed,2024-08-24,"data\Bouw & Vastgoed\2, 24-08-2024.pdf","Allereerst is het de eigen verantwoordelijkheid van een huizenkoper om zich vóór de 
aankoop van een appartement te verdiepen in de regelgeving rond vve’s. Naast de blijdschap 
over de aankoop van een woning moeten eigenaren van appartementen beseffen dat zij zich 
daarmee óók verbinden aan anderen. Voor die informatie kunnen huizenbezitters terecht bij 
verschillende onlinekennisbanken, bijvoorbeeld van de Vereniging Eigen Huis.",allereerst verantwoordelijkheid huizenkoper vóór [NEWLINE] aankoop appartement verdiepen regelgeving vve ’s naast blijdschap [NEWLINE] aankoop woning eigenaren appartementen beseffen [NEWLINE] daarmee óók verbinden informatie huizenbezitters terecht [NEWLINE] verschillende onlinekennisbanken vereniging huis,"[('allereerst', 'ADV'), ('verantwoordelijkheid', 'NOUN'), ('huizenkoper', 'NOUN'), ('voor', 'ADP'), ('[NEWLINE]', 'SYM'), ('aankoop', 'NOUN'), ('appartement', 'VERB'), ('verdiepen', 'VERB'), ('regelgeving', 'NOUN'), ('vve', 'PROPN'), ('’s', 'PROPN'), ('naast', 'ADP'), ('blijdschap', 'NOUN'), ('[NEWLINE]', 'SYM'), ('aankoop', 'NOUN'), ('woning', 'NOUN'), ('eigenaar', 'NOUN'), ('appartement', 'ADV'), ('beseffen', 'VERB'), ('[NEWLINE]', 'NOUN'), ('daarmee', 'ADV'), ('óók', 'NOUN'), ('verbinden', 'VERB'), ('informatie', 'NOUN'), ('huizenbezitter', 'NOUN'), ('terecht', 'ADJ'), ('[NEWLINE]', 'SYM'), ('verschillend', 'ADJ'), ('onlinekennisbanken', 'ADJ'), ('vereniging', 'NOUN'), ('huis', 'NOUN')]"
11,6,makelaardij rol spelen makelaar potentieel huizenkoper Standaard [NEWLINE] informeren zover gebeuren [NEWLINE] vve kwestie functioneren sfeer gebouw staan groot onderhoud [NEWLINE] plannen contributie net betalen helpt onaangenaam verrassing [NEWLINE] achteraf voorkomen,Bouw & Vastgoed,2024-08-24,"data\Bouw & Vastgoed\2, 24-08-2024.pdf","Ook de makelaardij kan een rol spelen. Makelaars zouden potentiële huizenkopers standaard 
moeten informeren, voor zover dat nu al niet gebeurt, over hoe de 
vve in kwestie functioneert. Hoe is de sfeer in het gebouw? Staat er groot onderhoud 
gepland? Wordt de contributie netjes betaald? Dit helpt om onaangename verrassingen 
achteraf te voorkomen.",makelaardij rol spelen makelaars potentiële huizenkopers standaard [NEWLINE] informeren zover gebeurt [NEWLINE] vve kwestie functioneert sfeer gebouw staat groot onderhoud [NEWLINE] gepland contributie netjes betaald helpt onaangename verrassingen [NEWLINE] achteraf voorkomen,"[('makelaardij', 'NOUN'), ('rol', 'NOUN'), ('spelen', 'VERB'), ('makelaar', 'NOUN'), ('potentieel', 'ADJ'), ('huizenkoper', 'NOUN'), ('Standaard', 'PROPN'), ('[NEWLINE]', 'PROPN'), ('informeren', 'VERB'), ('zover', 'ADV'), ('gebeuren', 'VERB'), ('[NEWLINE]', 'SYM'), ('vve', 'NOUN'), ('kwestie', 'NOUN'), ('functioneren', 'VERB'), ('sfeer', 'NOUN'), ('gebouw', 'NOUN'), ('staan', 'VERB'), ('groot', 'ADJ'), ('onderhoud', 'NOUN'), ('[NEWLINE]', 'NOUN'), ('plannen', 'NOUN'), ('contributie', 'NOUN'), ('net', 'ADV'), ('betalen', 'VERB'), ('helpt', 'VERB'), ('onaangenaam', 'ADJ'), ('verrassing', 'NOUN'), ('[NEWLINE]', 'SYM'), ('achteraf', 'ADV'), ('voorkomen', 'VERB')]"
